Date,Total,China,Hong Kong,Macau,Taipei,Japan,South Korea,Viet Nam,Singapore,Australia,Malaysia,Cambodia,Philippines,Thailand,Nepal,Sri Lanka,India,USA,Canada,France,Finland,Germany,UAE
02-11-20,21116340,91452,98405,33339,563,102431,26807,1192,58020,27610,33339,292,385400,3797,176500,11335,8267623,9321377,243178,1512541,16400,569598,135141
03-11-20,21346976,91478,98688,34393,567,103309,26925,1202,58029,27622,34393,292,387161,3804,179614,11744,8313876,9446872,247916,1549174,16637,577131,136149
04-11-20,21586781,91509,99124,35425,568,103928,27050,1203,58036,27630,35425,292,388137,3810,182923,12187,8364086,9550747,250698,1591152,16930,608611,137310
05-11-20,21854576,91552,99347,36434,569,104964,27195,1207,58043,27644,36434,292,389725,3818,185974,12570,8411724,9677723,253482,1648989,17119,631172,138599
06-11-20,22132682,91591,99576,38189,573,106136,27284,1212,58047,27652,38189,294,391809,3830,188883,12970,8462080,9804508,258875,1709716,17385,653992,139891
07-11-20,22336256,91622,100041,39357,573,107439,27427,1213,58054,27658,39357,295,393961,3837,191636,13419,8507754,9933088,263221,1709773,17385,668114,141032
08-11-20,22646657,91665,100041,40209,577,108394,27553,1213,58056,27665,40209,297,396395,3840,194453,13929,8553657,10043588,267165,1835187,17797,682624,142143
09-11-20,22847774,91693,100573,41181,578,109191,27653,1215,58064,27669,41181,300,398449,3844,197024,14285,8591730,10164759,272036,1856027,17887,689146,143289
10-11-20,23093852,91719,100804,42050,580,110487,27799,1226,58073,27671,42050,300,399749,3847,199760,14715,8636011,10303847,276481,1878498,18107,715693,144385
11-11-20,23358665,91752,101169,42872,584,112011,27942,1252,58091,27675,42872,301,401416,3852,202329,15350,8683916,10448056,280465,1914722,18345,738094,145599
12-11-20,23638951,91783,101468,43791,589,113655,28133,1253,58102,27676,43791,301,402820,3861,204242,15723,8728795,10610786,285939,1948134,18542,762832,146735
13-11-20,23924724,91807,102079,45095,597,115360,28338,1256,58114,27682,45095,302,404713,3866,206353,16191,8773479,10789627,290709,1972149,18858,785093,147961
14-11-20,24195114,91828,102555,46209,600,117113,28546,1265,58116,27711,46209,302,406337,3874,208299,16583,8814579,10957635,295139,2004244,19102,799733,149135
15-11-20,24407029,91850,103102,47417,602,118611,28769,1281,58119,27749,47417,302,407838,3875,209776,17287,8845127,11094389,299440,2031472,19315,802946,150345
16-11-20,24632536,91872,103239,48520,603,119557,28998,1283,58124,27758,48520,303,409574,3878,210973,17674,8874290,11252105,305473,2041293,19419,817526,151554
17-11-20,24918021,91885,103488,49730,605,121247,29311,1288,58130,27777,49730,304,410718,3880,211475,18075,8912907,11414140,309935,2087183,19647,843757,152809
18-11-20,25200800,91906,103488,50390,607,123477,29654,1300,58135,27785,50390,304,412097,3888,212917,18402,8958483,11585887,314453,2115717,19935,867484,154101
19-11-20,25496759,91935,103488,51680,609,125859,30017,1304,58139,27792,51680,304,413430,3892,215020,18841,9004365,11774996,319247,2137096,20286,891525,155254
20-11-20,25801140,91977,103551,52638,611,128285,30403,1305,58143,27806,52638,305,415067,3902,216965,19280,9050597,11971702,324234,2160343,20747,914118,156523
21-11-20,26073880,92037,104435,53679,611,130871,30733,1306,58148,27821,53679,306,416852,3913,218639,19771,9095806,12151068,329191,2178023,21216,927990,157785
22-11-20,26293697,92116,104435,54775,617,133034,31004,1307,58160,27834,54775,306,418818,3920,220308,20171,9139865,12294140,333936,2191180,21639,932367,158990
23-11-20,26540622,92211,105211,56659,618,134554,31353,1312,58165,27843,56659,306,420614,3922,222288,20508,9177840,12465075,340731,2195940,21936,946822,160055
24-11-20,26802743,92296,105211,58847,618,135786,31735,1316,58183,27853,58847,307,421722,3926,224078,20967,9222216,12639850,346013,2206126,22289,963192,161365
25-11-20,27094943,92402,106116,59817,623,137735,32318,1321,58190,27865,59817,307,422915,3942,226026,21469,9266705,12823337,350971,2221874,22652,995879,162662
26-11-20,27302286,92488,106681,60752,625,140225,32887,1331,58195,27873,60752,307,424297,3961,227640,22028,9309787,12935325,356650,2235537,23148,1017830,163967
27-11-20,27600554,92586,107134,61861,639,142778,33375,1339,58199,27886,61861,308,425918,3966,229343,22501,9351109,13141273,362604,2248209,23766,1038649,165250
28-11-20,27841838,92681,107513,63176,648,145457,33824,1341,58205,27892,63176,315,427797,3977,230723,22988,9392919,13296835,368279,2260789,24307,1052494,166502
29-11-20,28049340,92814,107888,64485,651,147515,34201,1343,58213,27902,64485,323,429864,3998,231978,23484,9431691,13436197,373662,2270573,24629,1055691,167753
30-11-20,28273160,92902,108253,65697,675,148962,34652,1347,58218,27912,65697,326,431630,4008,233452,23987,9462809,13592490,381557,2274902,24912,1069912,168860
01-12-20,28540987,92993,108253,67169,679,150976,35163,1351,58228,27923,67169,329,432925,4026,233452,24532,9499413,13775893,387052,2283172,25462,1094678,170149
02-12-20,28835498,93113,109144,68020,685,153432,35703,1358,58230,27939,68020,331,434357,4026,236246,25410,9534964,13978352,393506,2297393,25882,1117953,171434
03-12-20,29145374,93221,109760,69095,686,155938,36332,1361,58239,27949,69095,335,435413,4053,237589,26038,9571559,14197953,399770,2310271,26422,1141544,172751
04-12-20,29455234,93348,109760,70236,690,158387,36915,1361,58242,27956,70236,345,436345,4072,238861,26559,9608211,14427484,406189,2321703,26758,1157514,174062
05-12-20,29763008,93467,109960,71359,694,160870,37546,1365,58255,27965,71359,346,438069,4086,239885,27228,9644222,14643029,412543,2334626,27218,1183640,175276
06-12-20,30012393,93577,111023,72694,716,162917,38161,1366,58260,27972,72694,348,439834,4107,240981,27877,9677203,14819557,418848,2345648,27631,1194550,176429
07-12-20,30257622,93670,111023,74294,716,164434,38755,1367,58273,27987,74294,350,441399,4126,241995,28580,9703770,15011494,426572,2349059,27881,1200006,177577
08-12-20,30569921,93782,111707,75306,718,166592,39432,1377,58285,27993,75306,354,442785,4151,243377,29378,9735850,15231241,432743,2363196,28242,1229269,178837
09-12-20,30882051,93898,112792,76265,720,169429,40098,1381,58291,28000,76265,356,444164,4169,244433,30072,9767371,15454052,439142,2377913,28732,1254358,180150
10-12-20,31204574,94025,113207,78499,724,172406,40786,1385,58297,28011,78499,357,445540,4180,245650,30613,9796744,15680111,445828,2391643,29572,1287092,181405
11-12-20,31528405,94124,113708,80309,725,175310,41736,1391,58305,28025,80309,357,447039,4192,246694,31375,9826775,15913295,452543,2405210,30073,1314309,182601
12-12-20,31820429,94217,114043,82246,733,178272,42766,1395,58313,28030,82246,359,448331,4209,247593,32135,9857029,16134424,458527,2405255,30450,1336101,183755
13-12-20,32095191,94328,114359,83475,736,180639,43484,1397,58320,28037,83475,359,449400,4237,248423,32790,9884100,16326008,464443,2430612,30810,1350810,184949
14-12-20,32336485,94427,114642,84846,740,182311,44364,1402,58325,28048,84846,362,450733,4246,249244,33478,9906165,16519462,472820,2431612,31110,1357261,186041
